序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,σZ,HRMS,VRMS,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,VDOP,HDOP,截止高度角(°),参考站名称,基站B,基站L,基站H(相位中心),基站距离,基站方位,里程,偏距,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,点校验dB,点校验dL,点校验dH,点校验dN,点校验dE,点校验dZ,测量时长,N坐标差,E坐标差,高差
103,pt102,2625057.0690,566192.3877,121.4636," 23:43:32.45418"," 114:38:56.94008",121.4636,,,,,,,1.8765,0.0078,0.0090,0.0215,0.0119,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:06:31.0,2022-09-16 11:06:31.0,2022-09-16 03:06:31.0,2022-09-16 03:06:31.0,,3.0,38,38,1.5976,0.9000,0.7260,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,87.0289," 07:33:27.09205",0.0000,0.0000," 00:39:13",," 00:19:12"," 00:34:12",," 23:43:32.45418"," 114:38:56.94008",121.4636,,,-2436613.8931,5309986.9994,2550547.0566," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
104,pt103,2625060.5822,566192.9645,121.4704," 23:43:32.56828"," 114:38:56.96100",121.4704,,,,,,,1.8765,0.0079,0.0091,0.0217,0.0121,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:06:51.0,2022-09-16 11:06:51.0,2022-09-16 03:06:51.0,2022-09-16 03:06:51.0,,3.0,38,38,1.5990,0.9000,0.7267,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,83.4714," 07:28:55.88614",0.0000,0.0000," 00:24:36",," 00:00:00"," 00:24:36",," 23:43:32.56828"," 114:38:56.96100",121.4704,,,-2436613.8454,5309985.4741,2550550.2730," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
105,pt104,2625063.9309,566193.5331,121.4622," 23:43:32.67703"," 114:38:56.98162",121.4622,,,,,,,1.8765,0.0079,0.0091,0.0218,0.0121,0.0218,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:07:07.0,2022-09-16 11:07:07.0,2022-09-16 03:07:07.0,2022-09-16 03:07:07.0,,3.0,38,38,1.6000,0.9000,0.7273,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,80.0785," 07:23:26.89788",0.0000,0.0000," 00:38:31",," -00:38:24"," 00:03:00",," 23:43:32.67704"," 114:38:56.98162",121.4622,,,-2436613.8114,5309984.0002,2550553.3329," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
106,pt105,2625067.7454,566194.1958,121.4611," 23:43:32.80091"," 114:38:57.00562",121.4611,,,,,,,1.8765,0.0079,0.0089,0.0231,0.0119,0.0231,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:07:25.0,2022-09-16 11:07:25.0,2022-09-16 03:07:25.0,2022-09-16 03:07:25.0,,3.0,41,39,1.6023,0.9000,0.7292,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,76.2120," 07:15:56.20265",0.0000,0.0000," 00:17:28",," 00:16:48"," 00:04:48",," 23:43:32.80092"," 114:38:57.00562",121.4611,,,-2436613.7895,5309982.3220,2550556.8216," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
107,pt106,2625071.8666,566194.8216,121.4585," 23:43:32.93477"," 114:38:57.02838",121.4585,,,,,,,1.8765,0.0078,0.0089,0.0229,0.0118,0.0229,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:07:45.0,2022-09-16 11:07:45.0,2022-09-16 03:07:45.0,2022-09-16 03:07:45.0,,3.0,41,40,1.6036,0.8000,0.7299,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,72.0464," 07:11:11.03405",0.0000,0.0000," 00:07:49",," -00:06:36"," -00:04:12",," 23:43:32.93477"," 114:38:57.02838",121.4585,,,-2436613.6832,5309980.5449,2550560.5907," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
108,pt107,2625075.9976,566195.5081,121.4639," 23:43:33.06894"," 114:38:57.05328",121.4639,,,,,,,1.8765,0.0080,0.0088,0.0253,0.0119,0.0253,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:08:06.0,2022-09-16 11:08:06.0,2022-09-16 03:08:06.0,2022-09-16 03:08:06.0,,4.0,41,41,1.6049,0.8000,0.7306,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,67.8638," 07:02:51.25206",0.0000,0.0000," 00:25:48",," 00:07:48"," -00:24:36",," 23:43:33.06894"," 114:38:57.05328",121.4639,,,-2436613.6337,5309978.7458,2550564.3717," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
109,pt108,2625079.1335,566196.0187,121.4553," 23:43:33.17078"," 114:38:57.07181",121.4553,,,,,,,1.8765,0.0078,0.0085,0.0220,0.0116,0.0220,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:08:28.0,2022-09-16 11:08:28.0,2022-09-16 03:08:28.0,2022-09-16 03:08:28.0,,2.0,41,41,1.6063,0.8000,0.7314,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,64.6909," 06:56:22.23233",0.0000,0.0000," 00:34:06",," -00:30:00"," 00:16:12",," 23:43:33.17079"," 114:38:57.07181",121.4553,,,-2436613.5816,5309977.3738,2550567.2367," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
110,pt109,2625079.3694,566194.5283,121.4815," 23:43:33.17867"," 114:38:57.01923",121.4815,,,,,,,1.8765,0.0078,0.0085,0.0220,0.0115,0.0220,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:08:42.0,2022-09-16 11:08:42.0,2022-09-16 03:08:42.0,2022-09-16 03:08:42.0,,2.0,41,41,1.6071,0.8000,0.7318,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,64.6536," 08:16:35.60861",0.0000,0.0000," 00:21:08",," -00:02:24"," 00:21:00",," 23:43:33.17868"," 114:38:57.01923",121.4815,,,-2436612.1974,5309977.9280,2550567.4695," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
111,pt110,2625079.7052,566192.8627,121.4826," 23:43:33.18983"," 114:38:56.96049",121.4826,,,,,,,1.8765,0.0078,0.0085,0.0221,0.0116,0.0221,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:09:01.0,2022-09-16 11:09:01.0,2022-09-16 03:09:01.0,2022-09-16 03:09:01.0,,3.0,42,41,1.6082,0.8000,0.7325,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,64.5834," 09:46:56.83463",0.0000,0.0000," 00:26:08",," -00:25:48"," -00:04:12",," 23:43:33.18984"," 114:38:56.96049",121.4826,,,-2436610.6278,5309978.4973,2550567.7843," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
112,pt111,2625080.7455,566193.0373,121.4935," 23:43:33.22362"," 114:38:56.96682",121.4935,,,,,,,1.8765,0.0078,0.0085,0.0219,0.0115,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:09:13.0,2022-09-16 11:09:13.0,2022-09-16 03:09:13.0,2022-09-16 03:09:13.0,,3.0,42,42,1.6089,0.8000,0.7329,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,63.5287," 09:47:12.25961",0.0000,0.0000," 00:22:36",," -00:04:12"," -00:22:12",," 23:43:33.22362"," 114:38:56.96682",121.4935,,,-2436610.6205,5309978.0515,2550568.7403," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
113,pt112,2625080.5665,566194.5800,121.4788," 23:43:33.21757"," 114:38:57.02125",121.4788,,,,,,,1.8765,0.0078,0.0085,0.0219,0.0116,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:09:30.0,2022-09-16 11:09:30.0,2022-09-16 03:09:30.0,2022-09-16 03:09:30.0,,4.0,42,42,1.6099,0.8000,0.7335,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,63.4624," 08:23:09.42387",0.0000,0.0000," 00:25:35",," 00:19:48"," -00:16:12",," 23:43:33.21757"," 114:38:57.02125",121.4788,,,-2436612.0475,5309977.4643,2550568.5640," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
114,pt113,2625080.3984,566196.2023,121.4625," 23:43:33.21187"," 114:38:57.07850",121.4625,,,,,,,1.8765,0.0078,0.0085,0.0219,0.0116,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:09:40.0,2022-09-16 11:09:40.0,2022-09-16 03:09:40.0,2022-09-16 03:09:40.0,,4.0,42,42,1.6104,0.8000,0.7338,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,63.4135," 06:54:46.33528",0.0000,0.0000," 00:27:42",," -00:27:36"," -00:02:24",," 23:43:33.21187"," 114:38:57.07850",121.4625,,,-2436613.5444,5309976.8386,2550568.3968," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
115,pt114,2625083.9572,566196.8008,121.4462," 23:43:33.32745"," 114:38:57.10020",121.4462,,,,,,,1.8765,0.0078,0.0086,0.0214,0.0116,0.0214,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:10:11.0,2022-09-16 11:10:11.0,2022-09-16 03:10:11.0,2022-09-16 03:10:11.0,,3.0,43,43,1.5804,0.7000,0.7670,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,59.8112," 06:45:14.35271",0.0000,0.0000," 00:28:50",," 00:06:00"," -00:28:12",," 23:43:33.32745"," 114:38:57.10020",121.4462,,,-2436613.5001,5309975.2683,2550571.6456," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
116,pt115,2625088.1418,566197.4787,121.4608," 23:43:33.46336"," 114:38:57.12481",121.4608,,,,,,,1.8765,0.0078,0.0085,0.0214,0.0115,0.0214,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:10:38.0,2022-09-16 11:10:38.0,2022-09-16 03:10:38.0,2022-09-16 03:10:38.0,,4.0,43,43,1.5811,0.7000,0.7682,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,55.5783," 06:34:02.12332",0.0000,0.0000," 00:22:58",," -00:17:24"," -00:15:00",," 23:43:33.46336"," 114:38:57.12481",121.4608,,,-2436613.4374,5309973.4606,2550575.4794," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
117,pt116,2625091.0927,566197.9933,121.4627," 23:43:33.55919"," 114:38:57.14345",121.4627,,,,,,,1.8765,0.0077,0.0084,0.0213,0.0114,0.0213,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:11:03.0,2022-09-16 11:11:03.0,2022-09-16 03:11:03.0,2022-09-16 03:11:03.0,,3.0,44,44,1.5816,0.7000,0.7692,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,52.5902," 06:22:39.95867",0.0000,0.0000," 00:20:59",," -00:12:36"," -00:16:48",," 23:43:33.55920"," 114:38:57.14345",121.4627,,,-2436613.4234,5309972.1638,2550578.1794," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
118,pt117,2625094.2530,566198.5113,121.4611," 23:43:33.66183"," 114:38:57.16225",121.4611,,,,,,,1.8765,0.0077,0.0085,0.0215,0.0115,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:11:19.0,2022-09-16 11:11:19.0,2022-09-16 03:11:19.0,2022-09-16 03:11:19.0,,3.0,43,43,1.5819,0.7000,0.7699,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,49.3947," 06:11:15.68017",0.0000,0.0000," 00:13:13",," -00:00:36"," 00:13:12",," 23:43:33.66184"," 114:38:57.16225",121.4611,,,-2436613.3768,5309970.7856,2550581.0697," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
119,pt118,2625097.2893,566198.9937,121.4628," 23:43:33.76045"," 114:38:57.17976",121.4628,,,,,,,1.8765,0.0079,0.0087,0.0218,0.0117,0.0218,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:11:31.0,2022-09-16 11:11:31.0,2022-09-16 03:11:31.0,2022-09-16 03:11:31.0,,3.0,43,43,1.5821,0.7000,0.7704,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,46.3270," 05:59:57.02418",0.0000,0.0000," 00:27:35",," 00:19:12"," -00:19:48",," 23:43:33.76045"," 114:38:57.17976",121.4628,,,-2436613.3193,5309969.4706,2550583.8479," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
120,pt119,2625100.2759,566199.4270,121.4615," 23:43:33.85745"," 114:38:57.19554",121.4615,,,,,,,1.8765,0.0077,0.0084,0.0215,0.0114,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:11:44.0,2022-09-16 11:11:44.0,2022-09-16 03:11:44.0,2022-09-16 03:11:44.0,,2.0,43,43,1.5823,0.7000,0.7709,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,43.3147," 05:50:31.07511",0.0000,0.0000," 00:24:38",," 00:01:12"," 00:24:36",," 23:43:33.85746"," 114:38:57.19554",121.4615,,,-2436613.2240,5309968.1917,2550586.5796," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
121,pt120,2625102.7861,566199.6058,121.4501," 23:43:33.93902"," 114:38:57.20226",121.4501,,,,,,,1.8765,0.0077,0.0085,0.0215,0.0115,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:12:02.0,2022-09-16 11:12:02.0,2022-09-16 03:12:02.0,2022-09-16 03:12:02.0,,2.0,43,43,1.5826,0.7000,0.7716,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,40.8027," 05:57:03.85319",0.0000,0.0000," 00:27:40",," -00:06:00"," 00:27:00",," 23:43:33.93902"," 114:38:57.20226",121.4501,,,-2436612.9715,5309967.1852,2550588.8722," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
122,pt121,2625102.9925,566198.3061,121.4631," 23:43:33.94592"," 114:38:57.15641",121.4631,,,,,,,1.8765,0.0077,0.0085,0.0215,0.0115,0.0215,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:12:14.0,2022-09-16 11:12:14.0,2022-09-16 03:12:14.0,2022-09-16 03:12:14.0,,2.0,43,43,1.5827,0.7000,0.7721,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,40.7528," 07:48:03.35274",0.0000,0.0000," 00:24:29",," 00:07:12"," 00:23:24",," 23:43:33.94592"," 114:38:57.15641",121.4631,,,-2436611.7605,5309967.6600,2550589.0718," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
123,pt122,2625103.2354,566196.5488,121.4725," 23:43:33.95407"," 114:38:57.09441",121.4725,,,,,,,1.8765,0.0079,0.0087,0.0223,0.0117,0.0223,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:12:28.0,2022-09-16 11:12:28.0,2022-09-16 03:12:28.0,2022-09-16 03:12:28.0,,4.0,44,43,1.5829,0.7000,0.7726,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,40.7888," 10:17:47.21354",0.0000,0.0000," 00:22:33",," 00:19:48"," -00:10:48",," 23:43:33.95408"," 114:38:57.09441",121.4725,,,-2436610.1259,5309968.3084,2550589.3053," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
124,pt123,2625104.2906,566196.7138,121.4588," 23:43:33.98835"," 114:38:57.10040",121.4588,,,,,,,1.8765,0.0077,0.0085,0.0216,0.0115,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:12:42.0,2022-09-16 11:12:42.0,2022-09-16 03:12:42.0,2022-09-16 03:12:42.0,,4.0,44,43,1.5831,0.7000,0.7732,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,39.7230," 10:20:03.74092",0.0000,0.0000," 00:27:36",," 00:18:36"," 00:20:24",," 23:43:33.98835"," 114:38:57.10040",121.4588,,,-2436610.0981,5309967.8407,2550590.2651," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
125,pt124,2625104.1149,566198.4433,121.4615," 23:43:33.98238"," 114:38:57.16143",121.4615,,,,,,,1.8765,0.0078,0.0085,0.0216,0.0115,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:12:57.0,2022-09-16 11:12:57.0,2022-09-16 03:12:57.0,2022-09-16 03:12:57.0,,3.0,43,43,1.5832,0.7000,0.7737,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,39.6236," 07:49:28.75706",0.0000,0.0000," 00:20:41",," 00:19:48"," -00:06:00",," 23:43:33.98238"," 114:38:57.16143",121.4615,,,-2436611.7011,5309967.1891,2550590.0981," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
126,pt125,2625103.8914,566200.0114,121.4429," 23:43:33.97488"," 114:38:57.21676",121.4429,,,,,,,1.8765,0.0078,0.0085,0.0216,0.0115,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:13:09.0,2022-09-16 11:13:09.0,2022-09-16 03:13:09.0,2022-09-16 03:13:09.0,,3.0,43,43,1.5833,0.7000,0.7742,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,39.6641," 05:31:59.76837",0.0000,0.0000," 00:19:28",," 00:10:48"," 00:16:12",," 23:43:33.97488"," 114:38:57.21676",121.4429,,,-2436613.1569,5309966.6045,2550589.8795," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
127,pt126,2625106.5890,566200.5342,121.4530," 23:43:34.06248"," 114:38:57.23565",121.4530,,,,,,,1.8765,0.0078,0.0085,0.0216,0.0115,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:13:30.0,2022-09-16 11:13:30.0,2022-09-16 03:13:30.0,2022-09-16 03:13:30.0,,2.0,43,43,1.5834,0.7000,0.7750,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,36.9327," 05:07:44.42761",0.0000,0.0000," 00:23:24",," -00:23:24"," 00:00:36",," 23:43:34.06248"," 114:38:57.23565",121.4530,,,-2436613.1948,5309965.4041,2550592.3508," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
128,pt127,2625109.8985,566201.0876,121.4474," 23:43:34.16996"," 114:38:57.25571",121.4474,,,,,,,1.8765,0.0077,0.0085,0.0216,0.0115,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:13:45.0,2022-09-16 11:13:45.0,2022-09-16 03:13:45.0,2022-09-16 03:13:45.0,,3.0,43,43,1.5835,0.7000,0.7756,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,33.5937," 04:41:34.46027",0.0000,0.0000," 00:29:16",," -00:07:48"," -00:28:12",," 23:43:34.16997"," 114:38:57.25571",121.4474,,,-2436613.1543,5309963.9530,2550595.3758," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
129,pt128,2625112.2152,566201.4596,121.4462," 23:43:34.24521"," 114:38:57.26922",121.4462,,,,,,,1.8765,0.0078,0.0085,0.0217,0.0115,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:14:00.0,2022-09-16 11:14:00.0,2022-09-16 03:14:00.0,2022-09-16 03:14:00.0,,4.0,43,43,1.5836,0.7000,0.7761,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,31.2592," 04:21:35.95467",0.0000,0.0000," 00:35:54",," -00:35:24"," -00:06:00",," 23:43:34.24521"," 114:38:57.26922",121.4462,,,-2436613.1131,5309962.9459,2550597.4947," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
130,pt129,2625114.9181,566201.9041,121.4408," 23:43:34.33299"," 114:38:57.28535",121.4408,,,,,,,1.8765,0.0077,0.0085,0.0217,0.0115,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:14:15.0,2022-09-16 11:14:15.0,2022-09-16 03:14:15.0,2022-09-16 03:14:15.0,,3.0,43,43,1.5836,0.7000,0.7767,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,28.5378," 03:52:54.03191",0.0000,0.0000," 00:20:32",," -00:20:24"," -00:02:24",," 23:43:34.33300"," 114:38:57.28535",121.4408,,,-2436613.0730,5309961.7633,2550599.9650," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
131,pt130,2625119.2216,566202.5759,121.4345," 23:43:34.47277"," 114:38:57.30976",121.4345,,,,,,,1.8765,0.0078,0.0088,0.0222,0.0117,0.0222,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:14:31.0,2022-09-16 11:14:31.0,2022-09-16 03:14:31.0,2022-09-16 03:14:31.0,,3.0,43,43,1.5836,0.7000,0.7772,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,24.2145," 02:58:55.43761",0.0000,0.0000," 00:08:10",," 00:07:48"," 00:02:24",," 23:43:34.47277"," 114:38:57.30976",121.4345,,,-2436612.9773,5309959.8971,2550603.8992," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
132,pt131,2625123.3504,566203.2002,121.4370," 23:43:34.60687"," 114:38:57.33247",121.4370,,,,,,,1.8765,0.0077,0.0085,0.0218,0.0115,0.0218,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:14:53.0,2022-09-16 11:14:53.0,2022-09-16 03:14:53.0,2022-09-16 03:14:53.0,,3.0,43,43,1.5836,0.7000,0.7780,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,20.0796," 01:48:36.19498",0.0000,0.0000," 00:25:54",," -00:06:00"," 00:25:12",," 23:43:34.60688"," 114:38:57.33247",121.4370,,,-2436612.8705,5309958.1221,2550607.6773," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
133,pt132,2625126.4262,566203.5715,121.4492," 23:43:34.70679"," 114:38:57.34607",121.4492,,,,,,,1.8765,0.0077,0.0085,0.0217,0.0115,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:15:07.0,2022-09-16 11:15:07.0,2022-09-16 03:15:07.0,2022-09-16 03:15:07.0,,3.0,43,43,1.5836,0.7000,0.7785,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,17.0123," 00:52:52.73713",0.0000,0.0000," 00:24:18",," 00:22:48"," 00:08:24",," 23:43:34.70679"," 114:38:57.34607",121.4492,,,-2436612.7094,5309956.8474,2550610.4963," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
134,pt133,2625129.5775,566204.1197,121.4385," 23:43:34.80913"," 114:38:57.36593",121.4385,,,,,,,1.8765,0.0077,0.0085,0.0217,0.0115,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:15:31.0,2022-09-16 11:15:31.0,2022-09-16 03:15:31.0,2022-09-16 03:15:31.0,,3.0,43,43,1.5835,0.7000,0.7793,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,13.8894," 358:47:54.59006",0.0000,0.0000," 00:13:12",," 00:00:00"," -00:13:12",," 23:43:34.80913"," 114:38:57.36593",121.4385,,,-2436612.6883,5309955.4524,2550613.3746," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
135,pt134,2625132.6940,566204.6532,121.4470," 23:43:34.91034"," 114:38:57.38526",121.4470,,,,,,,1.8765,0.0077,0.0085,0.0218,0.0115,0.0218,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:15:47.0,2022-09-16 11:15:47.0,2022-09-16 03:15:47.0,2022-09-16 03:15:47.0,,3.0,43,43,1.5046,0.7000,0.7362,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,10.8405," 355:34:44.95995",0.0000,0.0000," 00:29:41",," 00:28:48"," 00:07:12",," 23:43:34.91035"," 114:38:57.38526",121.4470,,,-2436612.6668,5309954.0923,2550616.2287," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
136,pt135,2625136.8916,566205.3902,121.4646," 23:43:35.04666"," 114:38:57.41196",121.4646,,,,,,,1.8765,0.0076,0.0081,0.0189,0.0111,0.0189,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:16:02.0,2022-09-16 11:16:02.0,2022-09-16 03:16:02.0,2022-09-16 03:16:02.0,,4.0,43,43,1.5045,0.7000,0.7366,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,6.8986," 346:22:36.55077",0.0000,0.0000," 00:29:21",," 00:19:12"," -00:22:12",," 23:43:35.04667"," 114:38:57.41196",121.4646,,,-2436612.6568,5309952.2578,2550620.0753," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
